t,target_follower_l_joint1,target_follower_l_joint2,target_follower_l_joint3,target_follower_l_joint4,target_follower_l_joint5,target_follower_l_joint6,target_follower_l_joint7,target_grip,current_follower_l_joint1,current_follower_l_joint2,current_follower_l_joint3,current_follower_l_joint4,current_follower_l_joint5,current_follower_l_joint6,current_follower_l_joint7,current_grip
1777067790.1697593,-0.030749410390853882,0.7060512900352478,-0.0008839964866638184,-0.24072489142417908,0.12607502937316895,1.922134518623352,0.0807570070028305,0.049708557128906254,-0.02040894178683139,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.2031565,-0.03583142161369324,0.7060512900352478,-0.0011860132217407227,-0.2424027919769287,0.12310349941253662,1.9089735746383667,0.08338315784931183,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.23702,-0.037373512983322144,0.7060512900352478,-0.000616610050201416,-0.24145016074180603,0.12597137689590454,1.9059745073318481,0.07874248921871185,0.049953097105026247,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.2697124,-0.039003580808639526,0.7060512900352478,-0.0034386515617370605,-0.24010685086250305,0.12075310945510864,1.9025413990020752,0.08604304492473602,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.3030188,-0.03863206505775452,0.7060512900352478,-0.0005339384078979492,-0.23645898699760437,0.12455207109451294,1.916870355606079,0.07674239575862885,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.3368917,-0.042016565799713135,0.7060512900352478,-0.004441499710083008,-0.23639535903930664,0.11428701877593994,1.9048365354537964,0.08377934992313385,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.3696969,-0.04509809613227844,0.7060512900352478,-0.009509027004241943,-0.22799533605575562,0.11474817991256714,1.9178005456924438,0.07757176458835602,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.4030175,-0.04750511050224304,0.7060512900352478,-0.010639667510986328,-0.22925454378128052,0.10535740852355957,1.8982716798782349,0.07609494030475616,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.4370859,-0.04866546392440796,0.6992312073707581,-0.014812827110290527,-0.21844834089279175,0.1080663800239563,1.8936065435409546,0.07369117438793182,0.04971236288547516,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.469777,-0.05180448293685913,0.7043618559837341,-0.01180422306060791,-0.22705316543579102,0.09634965658187866,1.8963251113891602,0.07841239869594574,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.5030482,-0.05098080635070801,0.69282466173172,-0.008769810199737549,-0.22106444835662842,0.102719247341156,1.9053902626037598,0.07307137548923492,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.536996,-0.05596032738685608,0.7005453705787659,-0.009900808334350586,-0.22815954685211182,0.10441571474075317,1.8918594121932983,0.07134144008159637,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.569701,-0.05318516492843628,0.6896881461143494,-0.0064637064933776855,-0.22151100635528564,0.10010546445846558,1.9013922214508057,0.0790211409330368,0.04988780617713928,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.602988,-0.05826127529144287,0.7007007002830505,-0.00978851318359375,-0.22593790292739868,0.0997360348701477,1.8918325901031494,0.07349605858325958,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.6370149,-0.0593237578868866,0.6927220225334167,-0.008574128150939941,-0.22305476665496826,0.09474241733551025,1.8999582529067993,0.06967218220233917,0.04977007508277893,-0.02040894178683139,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.6696854,-0.061717450618743896,0.6915701031684875,-0.00965869426727295,-0.22433149814605713,0.09179508686065674,1.8935009241104126,0.06796173751354218,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.703183,-0.06245929002761841,0.6855912804603577,-0.013033747673034668,-0.21776467561721802,0.09013867378234863,1.9050148725509644,0.06429202854633331,0.04983477592468262,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.7370133,-0.06621983647346497,0.6903416514396667,-0.011056363582611084,-0.21589529514312744,0.0904662013053894,1.902913212776184,0.06823204457759857,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.7696822,-0.06594967842102051,0.6760596632957458,-0.009277641773223877,-0.21863359212875366,0.08728593587875366,1.916439414024353,0.06347467005252838,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.8030336,-0.06709331274032593,0.6808122992515564,-0.009591400623321533,-0.2151358723640442,0.08685415983200073,1.9016324281692505,0.0564708411693573,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.8369913,-0.06778073310852051,0.6754282116889954,-0.017844080924987793,-0.21315962076187134,0.08459001779556274,1.9026130437850952,0.061429187655448914,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.8699934,-0.0714341402053833,0.6822981238365173,-0.014345288276672363,-0.20653659105300903,0.07879900932312012,1.8996620178222656,0.06064961850643158,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.9030135,-0.0684213936328888,0.6678736805915833,-0.014809608459472656,-0.20764392614364624,0.07292556762695312,1.9208259582519531,0.054241880774497986,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.9369938,-0.0715196430683136,0.6757392287254333,-0.024197041988372803,-0.20668387413024902,0.07352221012115479,1.8992846012115479,0.04788443446159363,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067790.9697397,-0.0721605122089386,0.6706164479255676,-0.028145313262939453,-0.19970518350601196,0.07531827688217163,1.9176968336105347,0.049466222524642944,0.04994867742061615,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.0030365,-0.07323053479194641,0.6755953431129456,-0.02604621648788452,-0.2020222544670105,0.0708208680152893,1.9051564931869507,0.04897947609424591,0.049782550334930425,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.036693,-0.07200542092323303,0.6674819588661194,-0.027243971824645996,-0.197182297706604,0.0631558895111084,1.9244811534881592,0.04460623860359192,0.049714928865432745,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.0696826,-0.07557374238967896,0.6729604601860046,-0.03361856937408447,-0.19928103685379028,0.06103992462158203,1.9113467931747437,0.04262791574001312,0.049991017580032354,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.1030777,-0.07494977116584778,0.6697767376899719,-0.03311192989349365,-0.1932971477508545,0.06171536445617676,1.9389011859893799,0.03957255184650421,0.04981351494789124,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.136914,-0.07660478353500366,0.6692124009132385,-0.03662753105163574,-0.19031649827957153,0.06120705604553223,1.916170358657837,0.04089917242527008,0.04980626702308655,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.1696796,-0.07549670338630676,0.6544494032859802,-0.03434586524963379,-0.19378823041915894,0.05804014205932617,1.9300236701965332,0.03917321562767029,0.049851191043853764,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.2030113,-0.07724756002426147,0.6601429581642151,-0.03656363487243652,-0.1907639503479004,0.05132877826690674,1.9090529680252075,0.03439803421497345,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.2367332,-0.0766865611076355,0.653475821018219,-0.037974536418914795,-0.19109171628952026,0.06200021505355835,1.9258012771606445,0.03198818862438202,0.04988927841186524,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.269802,-0.0794958770275116,0.6559696793556213,-0.03879064321517944,-0.19262093305587769,0.054095447063446045,1.9069480895996094,0.039384618401527405,0.04987732768058777,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.3030121,-0.07714125514030457,0.6463088393211365,-0.03623795509338379,-0.19236719608306885,0.049407124519348145,1.9167472124099731,0.03514520823955536,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.3366947,-0.0784807801246643,0.644636332988739,-0.04153257608413696,-0.19813084602355957,0.044189631938934326,1.9028137922286987,0.0349208265542984,0.05,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.3699484,-0.07817503809928894,0.6458864808082581,-0.037686705589294434,-0.19208049774169922,0.052707552909851074,1.9137463569641113,0.03246976435184479,0.0498676598072052,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.4030573,-0.07968199253082275,0.6482253670692444,-0.03771817684173584,-0.20033478736877441,0.05064135789871216,1.8943384885787964,0.04126177728176117,0.049985787272453314,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.4367805,-0.07877779006958008,0.6353153586387634,-0.038252055644989014,-0.19598627090454102,0.04634624719619751,1.9248934984207153,0.032685503363609314,0.04980964064598084,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.4697409,-0.08191874623298645,0.6414211392402649,-0.04518371820449829,-0.19819515943527222,0.03979611396789551,1.899955153465271,0.03351375460624695,0.04988216757774353,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.5030077,-0.0827450156211853,0.6309360861778259,-0.03986316919326782,-0.1884658932685852,0.04363793134689331,1.9204384088516235,0.02907930314540863,0.04954686760902405,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.5369682,-0.0844377875328064,0.6384750008583069,-0.04345792531967163,-0.19585442543029785,0.034740149974823,1.8995330333709717,0.0312521755695343,0.04966215789318085,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.569732,-0.08294343948364258,0.6183318495750427,-0.0406193733215332,-0.19095230102539062,0.03964430093765259,1.9139342308044434,0.025434166193008423,0.04974966645240784,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.6030822,-0.0862126350402832,0.6238813996315002,-0.047395944595336914,-0.1949061155319214,0.03102928400039673,1.8963062763214111,0.029151514172554016,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.6367583,-0.08475920557975769,0.6172069907188416,-0.051034748554229736,-0.18266278505325317,0.031739234924316406,1.8965204954147339,0.03238849341869354,0.049891415238380435,-0.02040894178683139,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.6696813,-0.08782798051834106,0.6204511523246765,-0.050900936126708984,-0.18442529439926147,0.03346383571624756,1.8836638927459717,0.034025683999061584,0.049999892711639404,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.7030647,-0.08659574389457703,0.6134447455406189,-0.04797017574310303,-0.175498366355896,0.03146374225616455,1.8930027484893799,0.029816821217536926,0.04986505508422852,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.7366765,-0.08965298533439636,0.5987903475761414,-0.05184662342071533,-0.18137776851654053,0.034558236598968506,1.8789209127426147,0.028033390641212463,0.04998264312744141,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.7696939,-0.08820635080337524,0.5940969586372375,-0.051013171672821045,-0.16483736038208008,0.03293347358703613,1.8820782899856567,0.03129054605960846,0.04972455203533173,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.803105,-0.09221771359443665,0.5924440026283264,-0.05271178483963013,-0.17118442058563232,0.0263216495513916,1.8673367500305176,0.03525900840759277,0.04988558888435364,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.8366256,-0.09197303652763367,0.5776634812355042,-0.05152535438537598,-0.17041289806365967,0.03183770179748535,1.8777269124984741,0.032863929867744446,0.049683356285095216,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.869681,-0.09345364570617676,0.5777925848960876,-0.05405920743942261,-0.16930383443832397,0.029137253761291504,1.842078685760498,0.029951423406600952,0.04975019991397858,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.9030142,-0.0927620530128479,0.5700401663780212,-0.05494070053100586,-0.15724623203277588,0.030414164066314697,1.8516137599945068,0.03221218287944794,0.04942225217819214,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.9366448,-0.0943852961063385,0.5678566098213196,-0.05685722827911377,-0.1642478108406067,0.02559077739715576,1.840604305267334,0.033181801438331604,0.04954030811786652,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067791.969683,-0.09417262673377991,0.5543959736824036,-0.054597556591033936,-0.16289550065994263,0.028943538665771484,1.8496925830841064,0.030522093176841736,0.04983794391155243,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.0030344,-0.09783729910850525,0.5488906502723694,-0.05609959363937378,-0.16503393650054932,0.02520996332168579,1.8338451385498047,0.03188540041446686,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.0366926,-0.09586182236671448,0.5484190583229065,-0.052015066146850586,-0.159903883934021,0.02720320224761963,1.8490486145019531,0.033828526735305786,0.04999250769615174,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.0697145,-0.09885215759277344,0.5573776364326477,-0.0555415153503418,-0.16813379526138306,0.03032374382019043,1.8362187147140503,0.035636529326438904,0.049890619516372685,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.00705729762722207,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.103035,-0.09797623753547668,0.5487510561943054,-0.05069434642791748,-0.17103737592697144,0.02887052297592163,1.8540148735046387,0.0344700962305069,0.04978190362453461,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.1367543,-0.09978047013282776,0.5473658442497253,-0.050985753536224365,-0.17447489500045776,0.01984304189682007,1.8410112857818604,0.032461076974868774,0.0499401330947876,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.169687,-0.10187602043151855,0.5490996241569519,-0.051084160804748535,-0.16843700408935547,0.0284002423286438,1.8566806316375732,0.029157593846321106,0.04969684183597565,-0.02040894178683139,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.2030506,-0.10364055633544922,0.5534535050392151,-0.05118495225906372,-0.1728907823562622,0.02211582660675049,1.8512359857559204,0.03671753406524658,0.04995511472225189,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.2366686,-0.10153281688690186,0.543025553226471,-0.049050986766815186,-0.17312729358673096,0.022401273250579834,1.8777378797531128,0.029226943850517273,0.04986115396022797,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.2696853,-0.10295546054840088,0.5441259741783142,-0.054689645767211914,-0.17345285415649414,0.020237445831298828,1.8567124605178833,0.030595943331718445,0.049891340732574466,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.3030634,-0.10337141156196594,0.528021514415741,-0.055346131324768066,-0.1683700680732727,0.027354836463928223,1.8673676252365112,0.027367159724235535,0.04959596395492554,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.3371255,-0.10403871536254883,0.5268754363059998,-0.05746740102767944,-0.1680862307548523,0.021259307861328125,1.8599205017089844,0.02866603434085846,0.049891418218612676,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.3700066,-0.10200855135917664,0.51763516664505,-0.05392575263977051,-0.16852450370788574,0.022198140621185303,1.8844183683395386,0.024944379925727844,0.04990275502204895,-0.0207904173342488,-0.1619363698786902,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
1777067792.403337,-0.10414427518844604,0.5249283909797668,-0.05988258123397827,-0.16446983814239502,0.021976351737976074,1.8718100786209106,0.02612471580505371,0.05,-0.0207904173342488,-0.1623178454261076,0.013923857480735435,1.59246967269398,-0.007438773174639479,-0.005149919890135024,-0.032997634851605895,0.044784668665929554
